-1,critcalzone.org variable,czo_id,Discipline,CZOs,ODM2Name,ODM2Term,CZO Variable Action,New ODM2 Term,comments,units,Aggregation,,czo_url, czo_id
2002,neodymium dissolved,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Neodymium,lanthanum,,,,http://criticalzone.org/national/data/dataset/4109,4109
2003,neodymium dissolved,4135,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Neodymium,lanthanum,,,,http://criticalzone.org/national/data/dataset/4135,4135
2004,neodymium dissolved,5491,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Neodymium,lanthanum,,,,http://criticalzone.org/national/data/dataset/5491,5491
2005,neodymium dissolved,5492,Water Chemistry,Catalina-Jemez,,,New ODM2 Term,Neodymium,lanthanum,,,,http://criticalzone.org/national/data/dataset/5492,5492
2006,net rad corrwm225m,2888,Climatology / Meteorology,Boulder,"Radiation, net",radiationNet,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2888,2888
2007,net rad corrwm225m,2889,Climatology / Meteorology,Boulder,"Radiation, net",radiationNet,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2889,2889
2008,net radiation,2494,Climatology / Meteorology,Catalina-Jemez,"Radiation, net",radiationNet,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2494,2494
2009,net radiation,2498,Climatology / Meteorology,Catalina-Jemez,"Radiation, net",radiationNet,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2498,2498
2010,net radiation,2751,Climatology / Meteorology,Catalina-Jemez,"Radiation, net",radiationNet,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2751,2751
2011,net radwm225m,2888,Climatology / Meteorology,Boulder,"Radiation, net",radiationNet,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2888,2888
2012,net radwm225m,2889,Climatology / Meteorology,Boulder,"Radiation, net",radiationNet,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2889,2889
2013,net shortwave,2475,Climatology / Meteorology,Catalina-Jemez,"Radiation, incoming PAR",radiationIncomingPAR,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2475,2475
2014,nf,4687,Biology / Ecology,Calhoun,,,?,,,,,,http://criticalzone.org/national/data/dataset/4687,4687
2015,ng co2c g1 h1,5933,Biogeochemistry|Biology / Ecology|Soil Science / Pedology,Calhoun,,,?,,,,,,http://criticalzone.org/national/data/dataset/5933,5933
2016,nh4 ammonium,2952,Water Chemistry,Luquillo,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2952,2952
2017,nh4 mgl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
2018,nh4n,2626,Water Chemistry,Luquillo,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2626,2626
2019,nh4n,4107,Soil Science / Pedology|Water Chemistry,Calhoun,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4107,4107
2020,nh4n ammoniumn,2952,Water Chemistry,Luquillo,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2952,2952
2021,nh4ueql,2783,Water Chemistry,Boulder,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2783,2783
2022,nh4ueql,2784,Water Chemistry,Boulder,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2784,2784
2023,nh4ueql,2785,Water Chemistry,Boulder,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2785,2785
2024,nh4ueql,2788,Water Chemistry,Boulder,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2788,2788
2025,nh4ueql,3064,Water Chemistry,Boulder,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3064,3064
2026,nh4ueql,3065,Water Chemistry,Boulder,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3065,3065
2027,nh4ueql,3639,Water Chemistry,Boulder,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3639,3639
2028,nh4ueql,4165,Water Chemistry,Boulder,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4165,4165
2029,ni,5189,Geochemistry / Mineralogy,Shale Hills,,,New ODM2 Term,Nickel,nickel,,,,http://criticalzone.org/national/data/dataset/5189,5189
2030,ni,5986,Geochemistry / Mineralogy,Calhoun,,,New ODM2 Term,Nickel,nickel,,,,http://criticalzone.org/national/data/dataset/5986,5986
2031,ni m,2580,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,"Nickel, dissolved",nickelDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2580,2580
2032,ni m,2582,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,"Nickel, dissolved",nickelDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2582,2582
2033,ni ugml,5273,Geochemistry / Mineralogy|Water Chemistry,Shale Hills,"Nickel, dissolved",nickelDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5273,5273
2034,ni60 ugl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,"Nickel, dissolved",nickelDissolved,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
2035,nickel dissolved,2740,Water Chemistry,Catalina-Jemez,"Nickel, dissolved",nickelDissolved,ODM2,,nickel,,,,http://criticalzone.org/national/data/dataset/2740,2740
2036,nickel dissolved,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Catalina-Jemez,"Nickel, dissolved",nickelDissolved,ODM2,,nickel,,,,http://criticalzone.org/national/data/dataset/2742,2742
2037,nickel dissolved,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,"Nickel, dissolved",nickelDissolved,ODM2,,nickel,,,,http://criticalzone.org/national/data/dataset/4109,4109
2038,nickel dissolved,4135,Water Chemistry,Catalina-Jemez,"Nickel, dissolved",nickelDissolved,ODM2,,nickel,,,,http://criticalzone.org/national/data/dataset/4135,4135
2039,nickel dissolved,5491,Water Chemistry,Catalina-Jemez,"Nickel, dissolved",nickelDissolved,ODM2,,nickel,,,,http://criticalzone.org/national/data/dataset/5491,5491
2040,nickel dissolved,5492,Water Chemistry,Catalina-Jemez,"Nickel, dissolved",nickelDissolved,ODM2,,nickel,,,,http://criticalzone.org/national/data/dataset/5492,5492
2041,niobium,5512,Geochemistry / Mineralogy|Soil Science / Pedology|Geomorphology,Catalina-Jemez,,,?,,niobium,,,,http://criticalzone.org/national/data/dataset/5512,5512
2042,nit nitrogen concentration mg g soil,3029,Biogeochemistry,Luquillo,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,g,,,http://criticalzone.org/national/data/dataset/3029,3029
2043,nitrate,3642,Hydrology|Water Chemistry,Luquillo,"Nitrogen, dissolved nitrate (NO3)",nitrogenDissolvedNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/3642,3642
2044,nitrate mgl,4851,Water Chemistry,Calhoun,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,mgl,,,http://criticalzone.org/national/data/dataset/4851,4851
2045,nitrate no3,2865,Water Chemistry,Boulder,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2865,2865
2046,nitrate no3,4982,All Disciplines,Luquillo,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4982,4982
2047,nitrateconconcentration,4637,Biogeochemistry|Biology / Ecology|Soil Science / Pedology,Calhoun,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4637,4637
2048,nitrite mgl,4851,Water Chemistry,Calhoun,"Nitrogen, nitrite (NO2)",nitrogenNitrite_NO2,ODM2,,,mgl,,,http://criticalzone.org/national/data/dataset/4851,4851
2049,nitrogen,4673,Biogeochemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Calhoun,,,New ODM2 Term,Nitrogen,,,,,http://criticalzone.org/national/data/dataset/4673,4673
2050,nitrogen concentration,3970,Biogeochemistry,Luquillo,,,New ODM2 Term,Nitrogen,,,,,http://criticalzone.org/national/data/dataset/3970,3970
2051,nitrogen dissolved nitrate no3,2740,Water Chemistry,Catalina-Jemez,"Nitrogen, dissolved nitrate (NO3)",nitrogenDissolvedNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2740,2740
2052,nitrogen dissolved nitrate no3,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Catalina-Jemez,"Nitrogen, dissolved nitrate (NO3)",nitrogenDissolvedNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2742,2742
2053,nitrogen dissolved nitrate no3,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,"Nitrogen, dissolved nitrate (NO3)",nitrogenDissolvedNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4109,4109
2054,nitrogen dissolved nitrate no3,4135,Water Chemistry,Catalina-Jemez,"Nitrogen, dissolved nitrate (NO3)",nitrogenDissolvedNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4135,4135
2055,nitrogen dissolved nitrate no3,5491,Water Chemistry,Catalina-Jemez,"Nitrogen, dissolved nitrate (NO3)",nitrogenDissolvedNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5491,5491
2056,nitrogen dissolved nitrate no3,5492,Water Chemistry,Catalina-Jemez,"Nitrogen, dissolved nitrate (NO3)",nitrogenDissolvedNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5492,5492
2057,nitrogen dissolved nitrite no2,2740,Water Chemistry,Catalina-Jemez,"Nitrogen, dissolved nitrite (NO2)",nitrogenDissolvedNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2740,2740
2058,nitrogen dissolved nitrite no2,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Catalina-Jemez,"Nitrogen, dissolved nitrite (NO2)",nitrogenDissolvedNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2742,2742
2059,nitrogen dissolved nitrite no2,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,"Nitrogen, dissolved nitrite (NO2)",nitrogenDissolvedNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4109,4109
2060,nitrogen dissolved nitrite no2,4135,Water Chemistry,Catalina-Jemez,"Nitrogen, dissolved nitrite (NO2)",nitrogenDissolvedNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4135,4135
2061,nitrogen dissolved nitrite no2,5491,Water Chemistry,Catalina-Jemez,"Nitrogen, dissolved nitrite (NO2)",nitrogenDissolvedNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5491,5491
2062,nitrogen dissolved nitrite no2,5492,Water Chemistry,Catalina-Jemez,"Nitrogen, dissolved nitrite (NO2)",nitrogenDissolvedNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5492,5492
2063,nitrogen nh3,2515,Biology / Ecology|Water Chemistry,Christina,"Nitrogen, NH3",nitrogen_NH3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2515,2515
2064,nitrogen nh4,2407,Water Chemistry,Christina,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2407,2407
2065,nitrogen nh4,2740,Water Chemistry,Catalina-Jemez,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2740,2740
2066,nitrogen nh4,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Catalina-Jemez,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2742,2742
2067,nitrogen nh4,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4109,4109
2068,nitrogen nh4,4135,Water Chemistry,Catalina-Jemez,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4135,4135
2069,nitrogen nh4,5491,Water Chemistry,Catalina-Jemez,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5491,5491
2070,nitrogen nh4,5492,Water Chemistry,Catalina-Jemez,"Nitrogen, NH4",nitrogen_NH4,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5492,5492
2071,nitrogen nitrate no3,2407,Water Chemistry,Christina,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2407,2407
2072,nitrogen nitrate no3,2515,Biology / Ecology|Water Chemistry,Christina,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2515,2515
2073,nitrogen nitrate no3,2974,,,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2974,2974
2074,nitrogen nitrite no2,2407,Water Chemistry,Christina,"Nitrogen, dissolved nitrite (NO2)",nitrogenDissolvedNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2407,2407
2075,nitrogen nitrite no2,2515,Biology / Ecology|Water Chemistry,Christina,"Nitrogen, dissolved nitrite (NO2)",nitrogenDissolvedNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2515,2515
2076,nitrogen nitrite no2,2974,,,"Nitrogen, dissolved nitrite (NO2)",nitrogenDissolvedNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2974,2974
2077,nitrogen organic,2407,Water Chemistry,Christina,"Nitrogen, dissolved organic",nitrogenDissolvedOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2407,2407
2078,nitrogen particulate organic,2474,Water Chemistry|Geomorphology|Biogeochemistry|Hydrology|Geochemistry / Mineralogy,Christina,"Nitrogen, particulate organic",nitrogenParticulateOrganic,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2474,2474
2079,nitrogen total,2544,Climatology / Meteorology|Hydrology|Water Chemistry,Christina,"Nitrogen, total",nitrogenTotal,ODM2,,,,total,,http://criticalzone.org/national/data/dataset/2544,2544
2080,nitrogen total dissolved,2740,Water Chemistry,Catalina-Jemez,"Nitrogen, dissolved nitrite (NO2)",nitrogenDissolvedNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2740,2740
2081,nitrogen total dissolved,2742,Water Chemistry|Geochemistry / Mineralogy|Soil Science / Pedology,Catalina-Jemez,"Nitrogen, dissolved nitrite (NO2)",nitrogenDissolvedNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2742,2742
2082,nitrogen total dissolved,4109,Geochemistry / Mineralogy|Water Chemistry,Catalina-Jemez,"Nitrogen, dissolved nitrite (NO2)",nitrogenDissolvedNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4109,4109
2083,nitrogen total dissolved,4135,Water Chemistry,Catalina-Jemez,"Nitrogen, dissolved nitrite (NO2)",nitrogenDissolvedNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4135,4135
2084,nitrogen total dissolved,5491,Water Chemistry,Catalina-Jemez,"Nitrogen, dissolved nitrite (NO2)",nitrogenDissolvedNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5491,5491
2085,nitrogen total dissolved,5492,Water Chemistry,Catalina-Jemez,"Nitrogen, dissolved nitrite (NO2)",nitrogenDissolvedNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/5492,5492
2086,nitrogen total kjeldahl,2407,Water Chemistry,Christina,"Nitrogen, dissolved nitrite (NO2)",nitrogenDissolvedNitrite_NO2,ODM2,,,,total,,http://criticalzone.org/national/data/dataset/2407,2407
2087,nitrogen15 stable isotope ratio delta,2474,Water Chemistry|Geomorphology|Biogeochemistry|Hydrology|Geochemistry / Mineralogy,Christina,Nitrogen-15,nitrogen_15,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2474,2474
2088,nmol act c bionmol,3970,Biogeochemistry,Luquillo,,,New ODM2 Term,Microbial biomass,,,,,http://criticalzone.org/national/data/dataset/3970,3970
2089,nmol amf c bionmol,3970,Biogeochemistry,Luquillo,,,New ODM2 Term,Microbial biomass,,,,,http://criticalzone.org/national/data/dataset/3970,3970
2090,nmol ana c bionmol,3970,Biogeochemistry,Luquillo,,,New ODM2 Term,Microbial biomass,,,,,http://criticalzone.org/national/data/dataset/3970,3970
2091,nmol euk c bionmol,3970,Biogeochemistry,Luquillo,,,New ODM2 Term,Microbial biomass,,,,,http://criticalzone.org/national/data/dataset/3970,3970
2092,nmol fung c bionmol,3970,Biogeochemistry,Luquillo,,,New ODM2 Term,Microbial biomass,,,,,http://criticalzone.org/national/data/dataset/3970,3970
2093,nmol gramn c bionmol,3970,Biogeochemistry,Luquillo,,,New ODM2 Term,Microbial biomass,,,,,http://criticalzone.org/national/data/dataset/3970,3970
2094,nmol gramp c bionmol,3970,Biogeochemistry,Luquillo,,,New ODM2 Term,Microbial biomass,,,,,http://criticalzone.org/national/data/dataset/3970,3970
2095,no2 mgl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,"Nitrogen, nitrite (NO2)",nitrogenNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
2096,no2n nitriten,2952,Water Chemistry,Luquillo,"Nitrogen, nitrite (NO2)",nitrogenNitrite_NO2,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2952,2952
2097,no3,2626,Water Chemistry,Luquillo,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2626,2626
2098,no3,4130,Hydrology|Water Chemistry,Shale Hills,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4130,4130
2099,no3 nitrate,2952,Water Chemistry,Luquillo,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2952,2952
2100,no3 m,2580,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2580,2580
2101,no3 m,2582,Biogeochemistry|Water Chemistry|Hydrology,Shale Hills,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2582,2582
2102,no3 m,2645,Water Chemistry|Hydrology,Shale Hills,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2645,2645
2103,no3 mgl,6292,Biogeochemistry|Biology / Ecology|Hydrology|Water Chemistry,Boulder|Catalina-Jemez|Eel|Luquillo|Shale Hills|Sierra,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/6292,6292
2104,no3n,4107,Soil Science / Pedology|Water Chemistry,Calhoun,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/4107,4107
2105,no3n nitraten,2952,Water Chemistry,Luquillo,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2952,2952
2106,no3nno2n nitraten nitriten,2952,Water Chemistry,Luquillo,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2952,2952
2107,no3no2 nitrate nitrite,2952,Water Chemistry,Luquillo,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2952,2952
2108,no3ppm,2783,Water Chemistry,Boulder,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2783,2783
2109,no3ppm,2784,Water Chemistry,Boulder,"Nitrogen, nitrate (NO3)",nitrogenNitrate_NO3,ODM2,,,,,,http://criticalzone.org/national/data/dataset/2784,2784
